"Iteration","Beta0","Beta1","Tau2","Sigma2","Phi"
66,-8.16865647317445,-12.2524048072729,30413844356.5072,1.79903176285438,0.548518407570256
67,-0.255201508007414,-0.182808066582048,42862589250.3892,63491777715.742,0.548518407570256
68,5.49229650494067,12.9899947648265,140221310502.967,4.40937677309293,0.73785929173939
69,-9.68157250645658,-8.44974583494015,194922907466.404,63728841964.6612,0.73785929173939
70,2.84655554860569,-0.429063429917735,205631870110.7,7.57275782569058,0.856157584516888
71,16.2556364064132,-4.69391071611377,310431531918.526,122496960433.828,0.856157584516888
72,-4.85258253174781,-8.80226154457591,401978112393.353,8.25419019028618,0.797090098988263
73,4.60376183146971,16.1900910638999,512587650201.823,128009468985.634,0.797090098988263
74,4.13253666479123,2.67376371859745,674701729646.788,10.8284351870875,0.858831185286647
75,-0.685468449098641,-4.69804722438477,670212620786.566,153410269394.587,0.858831185286647
76,-9.02136898044955,8.81273878806991,849728833907.343,10.0001912096315,0.70711210076437
77,10.7696704743634,11.0630392527985,787921285086.473,102470424514.758,0.70711210076437
78,4.40753087168518,8.26274429308834,1718647527997.02,30.4959311883751,0.561331548004068
79,-11.5194991216606,14.412318859631,1536864811848.6,159311562472.149,0.561331548004068
80,11.4493022590817,0.126228597365464,1772680594330.56,39.9092224289768,0.507187745230147
81,-0.7795939986955,5.14243749052508,1223161259068.91,156720451224,0.507187745230147
82,-8.41151464808412,6.81699013542175,1337480059276.22,19.9663534894082,0.531095474242142
83,1.57302444443,-4.23305131709959,726922212886.683,181701531478.125,0.531095474242142
84,-20.5206012162814,-9.11079878441206,988945193936.595,16.5034296172341,0.371653705806146
85,0.919606258088453,-9.32984628746814,1016617777536.25,367885331499.138,0.371653705806146
86,-3.47192620293222,13.5381897629384,1390173711716.71,14.118736703472,0.336579992456013
87,-6.4254469989662,-17.8442140616795,1615471661782.09,735267988551.524,0.336579992456013
88,-27.1587470139102,10.2779102385271,2544604936854.21,10.4236495233349,0.336579992456013
89,-6.70156740594963,-5.67877945605752,3067925414227.89,1281327447115.53,0.336579992456013
90,9.04629769502072,19.4699056001543,5576815100187.23,11.8579599903217,0.372157958586052
91,-4.30195554602683,3.09775358518459,6076019626028.04,2972417165383.44,0.372157958586052
92,12.1387622444889,-16.5505063876002,6654938051094.36,5.69269151911075,0.464232895102759
93,1.9711800639396,6.56191947680939,8395016549184.3,5451849140068.46,0.464232895102759
94,-2.37307254250802,8.74249674732982,10911304232029.5,7.55613094612543,0.323410314017677
95,-21.8642276071255,9.89767822743497,6696912168039.36,4048220038231.71,0.323410314017677
96,-19.8874868041903,-10.8098117610102,8937678548365.64,12.5206018453564,0.48095667163058
97,0.827813853951015,-15.8196278861532,8235649368313.49,3994999297695.94,0.48095667163058
98,1.72810805660322,21.66145176236,13006618031795.1,6.6857721264629,0.445657998195253
99,-10.3233212701683,4.04870705978171,8757876731313.78,4024930545780.81,0.445657998195253
100,15.1472782910681,17.2488320883369,11027634764783.2,5.20914536938412,0.481408412058493
101,6.97709867149307,-2.70040086025163,8818803295486.21,4784508969873.23,0.481408412058493
102,-14.423278773819,11.5069476224365,22386936698520.7,13.0610082506195,0.407162850254823
103,-3.09741482909694,-28.181874245381,20327958286621,16846725148500.8,0.407162850254823
104,2.34516337516486,10.780625277624,17005363512615.4,7.54668140027385,0.24595994257795
105,3.81502086379461,5.15698177188165,22432274437900.6,19868096468322.5,0.24595994257795
106,31.7129732486312,6.02960298995737,81793785601410.7,10.4682494729592,0.24595994257795
107,19.4029556922505,-6.45886767902668,75771235095849.8,61887658392154.2,0.24595994257795
108,22.8291157989636,-7.04051377426216,119199083391159,13.8637830763705,0.24595994257795
109,-6.22837529038812,-23.1083662695384,125074196445180,82750936057228.8,0.24595994257795
110,-0.972541261765343,7.8852957055126,284454065105908,17.7554208881214,0.24595994257795
111,1.72648376885909,-2.97136978202639,341838347481060,131279117027071,0.24595994257795
112,-0.922793651616899,-8.21359880875094,245653687508837,16.1750702444729,0.24595994257795
113,8.75005427105707,-20.052663898011,295825556958773,119353412155797,0.24595994257795
114,-15.3611070923782,-0.350618553202991,327411341087951,19.7845855631819,0.286829264669199
115,0.547110963408423,-13.7526824072018,279681141334928,92456199083078.5,0.286829264669199
116,0.127108267057055,4.49560875203879,403112637502729,28.809614734619,0.481152286698512
117,20.2880350778775,-10.9695279159283,412266900600689,36565250111158.8,0.481152286698512
118,8.12314783658773,6.63583049857591,353489506995152,43.8276870769579,0.497887282678025
119,-11.3426207059956,-6.15938996895152,264968461688799,27357112772797.2,0.497887282678025
120,7.05002795297542,1.89983765818288,182039934799681,25.7476137849714,0.521811876498029
121,-2.54742710635528,6.38206679159073,177123441287246,21299212618938.5,0.521811876498029
122,18.2544318078341,15.0470205377041,137787165437043,29.2424973247852,0.488217940563031
123,-5.11442506494158,18.02849538704,157632680655892,20998181116951.7,0.488217940563031
124,-5.53040935680472,-2.33795661137666,160143155580464,21.5891957254664,0.734134162250309
125,4.02117005405465,9.38050400984712,133785954081849,15669590656175.7,0.734134162250309
126,11.7254273184214,-9.17286558042212,186397504355325,25.3560608433751,0.838129163341369
127,-18.9825520403744,6.62452967202719,196074501788840,15766989873927.2,0.838129163341369
128,13.5223272001596,-3.89117930873656,148723484099837,37.7096133268825,0.729835324840279
129,-4.9259671829713,-2.02368704556306,101193740889315,11056357600317.2,0.729835324840279
130,-12.9269697625383,13.7270011873398,109931177754599,45.225276692235,0.862598573973958
131,-11.6148245506997,7.15844084179024,111984616620526,9784777638456.49,0.862598573973958
132,-18.3890895944759,-2.78108161360195,143503184842329,29.8246569843321,0.970715186110289
133,6.50174249418676,16.6252348706665,166524689776690,12450812359606.3,0.970715186110289
134,-0.721330256072361,19.9775211236244,167426110469232,24.736864134142,1.00204917149438
135,8.58953880432694,10.1798065138846,130242160469056,9986042539203.66,1.00204917149438
136,-7.35799769807606,6.07664358964233,131441659003352,32.994176123215,1.00432287202929
137,-1.37130899856509,1.01089223003005,129021352597668,7837381094188.22,1.00432287202929
138,10.8444947218796,16.2737501941169,124659289807481,22.7535516491301,0.941395922419659
139,7.45658081912233,5.76788322133655,111113067123425,9528624099741.17,0.941395922419659
140,3.99472242010487,-17.3266865568049,55898073438856.3,19.0579858458958,0.972501181791112
141,4.66976682073855,-0.422865122088326,39975208647658.1,6033150953462.29,0.972501181791112
142,-8.07004299194086,10.5050851049595,34968511614354.2,13.6928527568204,1.18424456719137
143,7.40994223896935,-3.35250212433397,26060313635158,5467536356001.96,1.18424456719137
144,-1.33256114532675,0.609677170457841,28699337232386,16.3159775005166,1.11614709992674
145,-10.2962355753702,-8.7560135142346,41096791096043.5,4502004355980.32,1.11614709992674
146,16.0153129966908,-22.0492327490512,36178136745979.5,8.37566337780957,1.25455590699996
147,-21.5186349944068,-6.25792446551426,57451458463819.8,11578352353050.9,1.25455590699996
148,11.194238406208,1.47625881600002,66514203367404.8,8.67228044078616,1.36260968278661
149,-0.160874371460051,0.9858349350476,61957610641393.8,12303582753666.9,1.36260968278661
150,-3.79821234815328,0.672488493152355,101925102090067,12.746999371127,1.45148912195931
151,14.974260166524,2.07745095602137,117576532258394,14574163802806,1.45148912195931
152,-27.3668865830209,0.616004705093589,150591170880607,9.95449014184476,1.54544448395059
153,14.8798875187898,-8.65447462302113,153522958451082,18885390916721.2,1.54544448395059
154,2.53971136965413,15.2311992432715,201636071265560,13.4451153890811,1.59016074083742
155,-17.8351616335515,-1.52568877144114,168216688974210,13196589104965.6,1.59016074083742
156,5.60299920719771,10.2151078810709,247855240388164,28.0399903023373,1.52054746467262
157,8.52763467190391,-11.1465563365872,265647336811915,14088980230565.7,1.52054746467262
158,-7.26935839039652,6.48215645804197,307703024147008,21.1790973587551,1.57608878017211
159,5.92612895086502,-0.724424824108434,437739456110292,34621795700769.8,1.57608878017211
160,10.2160949291367,17.2129670690944,564752839412356,22.7633410455514,1.62336937243296
161,6.07406051198903,-3.26134147574181,642344423045317,58044470289224.4,1.62336937243296
162,2.05012557827587,2.93537148065309,734937606169589,12.0320144122846,1.63710933330931
163,0.559748404327632,-4.43071231961142,502487677970708,88277092799600,1.63710933330931
164,12.6236552533054,16.7565983638082,531053292157435,10.9516786690439,1.58613747675501
165,0.990756446192546,-14.8344066656331,460952017798189,69775032007654.4,1.58613747675501
166,25.0078369533453,2.88510045249557,471544914466086,12.2220319067064,1.6768361821298
167,-9.06160266871772,-5.58206483538061,386612521289042,39107487491966.3,1.6768361821298
168,-16.9512025439195,2.25877818940143,359521912945065,13.6590268784973,1.61603698488108
169,-6.21177345044424,-4.05622941979735,257055127298231,26925351801951.4,1.61603698488108
170,-1.49953436861459,2.55212008088495,243304226206279,10.42328437028,1.5823361754153
171,3.8929462930979,-7.83808537046874,207459380601081,32223796056742.6,1.5823361754153
172,6.3900508993308,-11.4265160807179,164804379005863,8.32485507544937,1.51557155466658
173,-12.1138349300801,0.87768076283416,150320508386572,24401611722080.2,1.51557155466658
174,-9.27498566271841,-4.30060515450566,162776431205143,8.35935810889887,1.41042344054882
175,7.37945401877569,15.9772306646665,132338464587315,30325929912115.6,1.41042344054882
176,12.3658000011473,-6.79690047292254,120648817430842,10.7903370533256,1.58624633075978
177,-12.6810373011173,-7.63796980084085,177209626211109,41336107380368.8,1.58624633075978
178,10.9308068640983,2.87221362050712,242358339517674,10.6648912283519,1.53059000181205
179,-0.258484100625182,-2.44973596581788,241940297886612,31201812549737.1,1.53059000181205
180,22.1142980145932,-0.34178644941352,250454806001522,18.1398783636217,1.46509439379438
181,5.39399171006461,7.38654382877495,178361284890485,18469677038584.9,1.46509439379438
182,-8.67952935995806,-13.1061046188307,191466690837465,14.0337452429652,1.3677319485739
183,-3.63122158691138,0.663808721611218,183651751550266,24930722949835.2,1.3677319485739
184,9.01098609772922,-5.079409307298,242541892783800,11.82077182794,1.47599857559152
185,-13.071109282064,11.3112067758632,202429479859186,34002618109480.6,1.47599857559152
186,-15.2930669207078,-13.65721811172,284275666709612,13.1047847017395,1.45699762024574
187,-12.8966866635341,-0.925883904777822,279353989899572,53277984900523.5,1.45699762024574
188,22.3992489021597,-6.58625499903558,255327037940076,10.0960604578948,1.37049736761744
189,-16.1756205170429,-4.59902497509374,373217657965853,31330726665734.2,1.37049736761744
190,0.692630251449056,-1.21920196172635,662108537515849,27.0612482147019,1.33876086548328
191,17.3820145009623,-1.33149421212568,906077717019978,57359273134150.8,1.33876086548328
192,-10.0663822902899,11.5223257706545,1125182395330192,28.8107367431107,1.32672353782622
193,-17.2993150269785,-4.36347959480933,1217619217189960,80062781774761.3,1.32672353782622
194,-10.1487256490624,5.27400486283785,940622442695785,18.6130302024148,1.44970128954308
195,7.79307602805553,4.0321422357134,871771133267276,117392405077352,1.44970128954308
196,9.13516959934831,-1.65389167610385,920122295394650,15.2510428564297,1.3834386480984
197,0.358620231315126,-11.3675485807206,617431068309790,57975677383640.4,1.3834386480984
198,12.0406031421973,0.0180926146966797,705530346907884,26.2609328899358,1.20464044720742
199,-0.649489590226884,9.48258440590647,676105831165264,62433250009017.2,1.20464044720742
200,6.03956503717275,19.7597570429648,811869522637456,22.943683599878,1.38398012996311
201,-7.21651186384105,-2.71696362771786,1194421482035862,69204335920322.8,1.38398012996311
202,2.53608959685717,9.79844481749265,884059883149011,37.0510146659697,1.50759227569051
203,8.36134421279499,1.03719797225386,1195975773499308,70353346823226.2,1.50759227569051
204,-2.1028514574098,4.09449696242867,963898807198328,22.032260581216,1.75063238653681
205,-1.65774506545427,24.8012810847431,933818089053879,70813337131526.2,1.75063238653681
206,12.6548279422833,-4.61099662367892,616420539711672,12.9423755159375,1.83674706129073
207,-9.43580577090272,-7.4277404892273,606636989641405,123191930186623,1.83674706129073
208,3.63430031206048,-1.39890603299359,676679794194497,11.6687629100296,1.82659602739171
209,-1.11731650781665,-0.574896116238721,923581424796804,72745971948732,1.82659602739171
210,18.6278739023884,-2.54231642317013,1182848376325582,30.7860590332758,1.9135213446521
211,0.135698391587916,6.7486215759766,1065738586022626,60574608567233,1.9135213446521
212,-4.48584833849191,-1.0242546623409,795206796780845,27.7695360328975,1.70664937757799
213,1.08297522369976,-3.83612585201958,797204316685807,45654784289393.5,1.70664937757799
214,-13.1836000749239,-11.7156708775344,634482137614170,28.2200130084082,1.54927732525406
215,-16.2294046108129,-3.45332700165819,877277176636141,27156540049292.7,1.54927732525406
216,15.938083407157,0.748182318452662,862353453085177,44.9135846449924,1.68454139360989
217,17.7504836339952,-2.16851801193708,702680494495604,37822422070015.3,1.68454139360989
218,3.94444735159044,-12.2656278495294,576845309119707,16.5008528963932,1.65842336116069
219,10.6851535695733,0.336540938974655,655908402897867,84527350032515.8,1.65842336116069
220,6.88212382428368,3.03230686891358,386350654176183,8.02001561262068,1.57824441497525
221,19.872214624414,2.80352765686726,491633154210698,91662332213201.1,1.57824441497525
222,6.45586914928169,-3.9503636152934,650993559115849,8.73748061253188,1.58755349771482
223,-6.60714575007169,-24.6659112928065,751167749806685,101169963804055,1.58755349771482
224,17.7747672439494,8.82501626595548,904249950278034,8.64989429631995,1.50076073810338
225,-6.46192590689882,5.82089836004949,763049698550932,135990231763057,1.50076073810338
226,4.2357304580322,-15.9140902702648,534804424622345,5.50229214684397,1.50551175050061
227,-11.1509881597868,-3.0069756847001,511000813029416,101921644473664,1.50551175050061
228,0.719390904892103,6.48190308133611,419305351486087,6.21949210701866,1.6585049369047
229,3.43792387400427,-3.43493049869667,372952278729017,89348362677039.8,1.6585049369047
230,-8.00046743844927,-14.7189952564742,366541041278061,5.09160793155046,1.70571932842574
231,-1.20335243687475,0.990929480360572,452398046660162,81515074120338.6,1.70571932842574
232,-3.56073152893094,3.99849830306323,483021023523108,8.54513813014271,1.85219925672652
233,13.5690833336345,10.6841988992313,370105348928951,73963092973715.2,1.85219925672652
234,-8.75368487645559,-16.8425119482108,412562231743655,6.82873877729344,1.98857731264541
235,-0.677129838450325,-3.47809560597533,542592575846357,95879705922942.8,1.98857731264541
236,-3.24703710884747,12.7326402274335,489022769385713,11.4510945372912,1.86668890699731
237,15.6562086083817,13.0543123092015,406071706181601,46753886612732.3,1.86668890699731
238,28.7862220586906,6.93565022411148,354064802095221,9.80630916549667,1.88450378816212
239,-2.23788992897161,-6.32269825158976,292910565668419,69007745857456.7,1.88450378816212
240,17.9435376200324,9.2311784178769,470286643077790,10.2676108928566,2.07372634277368
241,-9.21870517375516,-16.7112515272934,382989966547430,48649120925503,2.07372634277368
242,18.8130168419288,-10.442814586395,405678149506872,10.080534297795,2.14866042015111
243,4.38653718768635,11.5927413017613,508753465553598,69952862859225.6,2.14866042015111
244,-10.5704358711617,6.89238715840501,683593566899902,15.9771521022966,2.05744152791995
245,-2.58368700616815,-14.9175968281037,690365799679970,39931879160209.8,2.05744152791995
246,-8.1897290735348,-6.5867955044423,633712161651052,18.4889997619495,2.02715255061291
247,-8.84845250024363,3.18139618662943,761459751324473,54800653392351.5,2.02715255061291
248,-14.4672491647293,9.68172395138062,841411026748362,17.1718481849809,2.02125692271206
249,2.36601895020867,-20.4769616048923,737106949016605,58232869848810.8,2.02125692271206
250,-7.70992316415945,-14.1470894968495,512724958695310,18.4623210831837,2.00072234417922
251,5.46818424592397,-3.7130711445039,586981272396324,52219161261700.1,2.00072234417922
252,-8.91364367546976,11.3336092698356,797711652151427,20.0957271622685,2.11264705595499
253,5.71918687454594,-11.0565730340979,611481693462681,30677187463233.3,2.11264705595499
254,14.4995996143613,5.51353564849395,739958739420382,46.603558005219,2.0191012554753
255,-7.45766928442559,1.06966924517907,958135673071326,21358537065373,2.0191012554753
256,1.72202673726607,-36.4386815015228,894437519908319,55.0111934299256,2.20080447930034
257,-2.4719007527259,-2.51522932698592,981485223152748,17738758845787.9,2.20080447930034
258,-6.05299158830139,4.42640404197949,982997273993704,65.4870764613576,2.37701226493529
259,5.78169994686336,9.4304333921197,767789268942023,22249447550408.8,2.37701226493529
260,11.533064159989,13.3398969443133,880496537742192,65.3897034315055,2.48868932565614
261,1.36764294996652,-0.821271800480963,671973004759338,14898882630895.5,2.48868932565614
262,-9.76075302524777,-13.1158538241716,683096300536159,78.3108080070853,2.48384567708078
263,-6.10583951680082,3.19797575827716,562468485875896,12648563070386.6,2.48384567708078
264,-1.33850070340214,-11.9816128752677,600746906526278,64.1779679302765,2.71127284787382
265,0.628955103592849,0.000882894547079349,572980774831300,13025979893323.3,2.71127284787382
266,0.0228135585448211,11.0928596226304,746993219491279,54.3390964270651,2.59279004080228
267,-26.2692566917284,-3.01742912331971,1119127585403684,34064691345787.1,2.59279004080228
268,0.0935353771522732,11.7900193066911,1071622811253125,48.0823280542883,2.58253653944544
269,-3.84185215081807,-1.71631478079815,1001300167427044,21632956803815.6,2.58253653944544
270,-6.35405202761584,-27.8809252461719,928957518952258,58.63557033411,2.46817192646224
271,-4.3183193121316,5.04302438988089,850516599359386,11319830421996.1,2.46817192646224
272,-0.793118865810824,1.03456244861272,894857943874986,86.9469189599455,2.60866405215302
273,23.3305270768732,9.48133661655408,897843978264344,13707232708574.9,2.60866405215302
274,-14.7235092836319,6.91293056144285,1155401295709241,96.0185243242527,2.70741189508144
275,-17.6468577087059,6.78362192327642,1191861184555757,14764862289185.4,2.70741189508144
276,-5.10682823541377,-5.59505427403827,1439097243868464,137.254592339923,2.88198054943554
277,-5.23126317614555,9.40080264435962,1630225180174797,11837517207928.1,2.88198054943554
278,3.30302717921799,1.05254538482043,1291564769233732,118.004230647337,2.90527320935788
279,-4.56494419583244,6.95142021859516,1261447686138412,11203306795419.6,2.90527320935788
280,11.8974266325649,-1.80925467856328,1970544084131464,147.535397644118,3.08877928236373
281,-4.2722603512839,17.8476209963271,1755576643728744,15650036809576.1,3.08877928236373
282,-1.86375102977571,5.76408218301652,1854233939975615,150.24891864055,3.18560193226252
283,5.33010901895764,-1.78176357823201,1822518627643626,9639401594879.5,3.18560193226252
284,-1.04328473012512,24.797243653972,2596753797502833,201.850754604021,3.12656349688392
285,10.6347471264259,-1.73399287768207,1966141336466928,12158680522625.5,3.12656349688392
286,8.21888691040646,8.61260898803069,2443091625806301,155.250100495989,3.19095139102974
287,1.99570482479387,-5.68827665712374,2752793470197699,35401517677214.9,3.19095139102974
288,1.01429467426481,2.80037555002712,2967433716780454,74.986271948575,3.20456482973364
289,-7.85345310427403,-9.42694106530093,2247038102476028,27048938085731.9,3.20456482973364
290,2.12169828275368,4.39042839309612,2971408866902647,131.815069911255,3.27662956491722
291,-16.5327478511661,11.4481114630113,2931209451666350,25775885822203.5,3.27662956491722
292,3.87600265363755,-1.84212667309713,4165225102976306,264.799574114094,3.18624024130544
293,6.43788451917478,-10.9877654472577,2838765752591272,14059263979351.6,3.18624024130544
294,-8.3133168293267,-5.14012405156723,2465551375050792,163.072658979839,3.12633059559673
295,15.0801319153742,4.15322424079012,2197723173920776,16588574596710.5,3.12633059559673
296,-0.361352557532906,12.6794247071589,1915205068770117,169.37749430133,3.15397449596357
297,-12.2594141988524,7.09828793089028,1533259047051055,9124293744125.99,3.15397449596357
298,11.1067675516408,-20.2944668160504,1559944141311822,265.865210212993,3.20860084319876
299,-5.96139722959168,10.4387769014291,1551899335610303,4666532434542.29,3.20860084319876
300,-11.930103321288,1.07773871485722,1790642872897751,407.471255320316,3.28630366836926
301,-4.03819693435727,-5.7625653774785,990868216979376,4555528429936.02,3.28630366836926
302,-4.29669784992953,-3.96410132963959,617765764405774,251.284137934796,3.32777283455279
303,12.6715371120112,-8.75167302244228,878319156983158,3677416500483.1,3.32777283455279
304,-8.24065601532846,-7.2417889937572,983650426017648,286.114587064226,3.31874828983928
305,-19.4724142375616,-3.51437090012119,912226755293844,4555136957720.08,3.31874828983928
306,13.0816396765451,8.38182229610984,863644149461166,254.012762277874,3.28042280454163
307,-12.699487404705,5.05159552539527,933961433291866,3790527742086.6,3.28042280454163
308,-5.28693966193581,10.7855284283041,1370177030834459,296.879674527658,3.35180280464964
309,3.32449153466872,9.0939977646787,1151449616024904,7253278006535.69,3.35180280464964
310,-21.1550277969806,-16.6039398270921,939052228744722,174.297673728722,3.31880097906495
311,-8.81110124847937,12.9762623922605,1135680446580481,5829475014039.01,3.31880097906495
312,13.6676994464453,1.57076419696343,1288817790985820,302.627677875092,3.38182147992552
313,-8.35621072810151,6.20484056276191,1929413616793130,6939629876359.18,3.38182147992552
314,9.39022247516342,23.7424060922937,1431494493576732,268.057053234664,3.42571278409873
315,10.3116511186353,7.1302437330676,1335874155951726,5180210890767.34,3.42571278409873
316,-6.48536479864016,16.9476506085005,1163793118998740,184.323782903183,3.5511230701829
317,-6.41631229253881,2.30557465757136,1349947398510935,10660916647488.5,3.5511230701829
318,-28.9622641659688,-16.3526718237209,1846847882241544,274.265458154041,3.49032919368148
319,-7.32887072212191,-0.871424324697341,2723421897109406,7347694541762.84,3.49032919368148
320,-11.5757699750646,-16.7216315953132,2073286020792681,360.925264697712,3.41742808469289
321,-12.2297596393735,0.964964717231882,1926934010496200,7688999164158.3,3.41742808469289
322,2.78594602632647,-9.22372721678589,1457506551052141,240.486648509987,3.37597531249219
323,-16.1001037860726,-11.4224185652245,2116160808733085,6161216651981,3.37597531249219
324,-2.075897194442,19.6457249725109,2338754368556341,481.814967901061,3.40604890793652
325,7.52458376749314,23.9607096656038,3431135674109757,8842915866762.57,3.40604890793652
326,6.08747909407005,15.8990388284283,2474941956241570,451.846057880253,3.31906186548004
327,-8.77089597804037,-1.7897850501883,2143074739958535,5370316643151.15,3.31906186548004
328,-18.1507873938107,8.44421168105854,2362641078107138,390.725307681352,3.31175464500455
329,-4.41598105338538,-10.4931778754997,3054258921050399,9267152713382.83,3.31175464500455
330,1.32038086635293,7.21402877231318,4453046226234154,391.099998486686,3.10150812537852
331,0.556432356344844,20.3477195694831,4493103902474476,16802864347857.8,3.10150812537852
332,-8.15669621167451,-19.097635483194,4552755434756035,231.417084736246,2.95979271370152
333,16.0832902825609,-15.8502809013727,3718178181993961,24448439502853.1,2.95979271370152
334,6.20872198643193,-0.320998673169,3584529323550733,178.016068601446,3.0187687381194
335,7.47980929621494,-3.04035119046153,3242342056457573,17181123556266.9,3.0187687381194
336,6.94586460245925,-0.253778216606548,4725260838532285,248.453136821271,3.04971959609314
